"gaul1_code","map_code","gaul0_name","gaul1_name","continent","disp_en"
"3886","ESP","Spain","Cataluña","Europe","Cataluña, Spain"
"3873","SVN","Slovenia","Osrednjeslovenska","Europe","Osrednjeslovenska, Slovenia"
"2574","PRK","Democratic People's Republic of Korea","South Pyongan","Asia","South Pyongan, Democratic People's Republic of Korea"
"1728","ZWE","Zimbabwe","Matebeleland North","Africa","Matebeleland North, Zimbabwe"
"3780","ROU","Romania","Botosani","Europe","Botosani, Romania"
"1609","ZAF","South Africa","Gauteng","Africa","Gauteng, South Africa"
"1056","AGO","Angola","Cunene","Africa","Cunene, Angola"
"2801","LAO","Lao People's Democratic Republic","Bokeo","Asia","Bokeo, Lao People's Democratic Republic"
"1899","CHL","Chile","Región De Atacama","America","Región De Atacama, Chile"
"3654","MNE","Montenegro","Pluzine","Europe","Pluzine, Montenegro"
"3367","HRV","Croatia","Osijek","Europe","Osijek, Croatia"
"4054","PCN","Pitcairn","Administrative Unit Not Available","Oceania","Pitcairn"
"1374","KEN","Kenya","Machakos","Africa","Machakos, Kenya"
"3161","TUR","Türkiye","Mugla","Asia","Mugla, Türkiye"
"3111","TUR","Türkiye","Ardahan","Asia","Ardahan, Türkiye"
"2036","GRD","Grenada","Saint Patrick","America","Saint Patrick, Grenada"
"1359","KEN","Kenya","Garissa","Africa","Garissa, Kenya"
"4036","PNG","Papua New Guinea","East Sepik Province","Oceania","East Sepik Province, Papua New Guinea"
"3860","SVK","Slovakia","Banskobystrický kraj","Europe","Banskobystrický kraj, Slovakia"
"1188","COG","Congo","Cuvette","Africa","Cuvette, Congo"
"2170","PAN","Panama","Chiriquí","America","Chiriquí, Panama"
"3378","HRV","Croatia","Zagreb","Europe","Zagreb, Croatia"
"3754","MDA","Republic of Moldova","Floresti","Europe","Floresti, Republic of Moldova"
"1103","BFA","Burkina Faso","Centre","Africa","Centre, Burkina Faso"
"1561","REU","Réunion","Saint Paul","Africa","Saint Paul, Réunion"
"3876","SVN","Slovenia","Posavska","Europe","Posavska, Slovenia"
"3567","IMN","Isle of Man","Port Erin","Europe","Port Erin, Isle of Man"
"2333","USA","United States of America","New Mexico","America","New Mexico, United States of America"
"3748","MDA","Republic of Moldova","Criuleni","Europe","Criuleni, Republic of Moldova"
"3715","PRT","Portugal","Bragança","Europe","Bragança, Portugal"
"3362","HRV","Croatia","Gospić","Europe","Gospić, Croatia"
"2289","TTO","Trinidad And Tobago","Sangre Grande","America","Sangre Grande, Trinidad And Tobago"
"2694","IRQ","Iraq","Maysan","Asia","Maysan, Iraq"
"1193","COG","Congo","Niari","Africa","Niari, Congo"
"2905","PAK","Pakistan","Balochistan","Asia","Balochistan, Pakistan"
"3020","THA","Thailand","Kalasin","Asia","Kalasin, Thailand"
"1906","CHL","Chile","Región De Tarapacá","America","Región De Tarapacá, Chile"
"2696","IRQ","Iraq","Salah Al-Din","Asia","Salah Al-Din, Iraq"
"1452","MRT","Mauritania","Hodh Ech Chargi","Africa","Hodh Ech Chargi, Mauritania"
"2612","IND","India","Uttar Pradesh","Asia","Uttar Pradesh, India"
"1024","DZA","Algeria","Khenchela","Africa","Khenchela, Algeria"
"2893","NPL","Nepal","Sudurpaschim","Asia","Sudurpaschim, Nepal"
"2836","MYS","Malaysia","Sarawak","Asia","Sarawak, Malaysia"
"3164","TUR","Türkiye","Nigde","Asia","Nigde, Türkiye"
"1361","KEN","Kenya","Isiolo","Africa","Isiolo, Kenya"
"1152","CAF","Central African Republic","Bas-Oubangui","Africa","Bas-Oubangui, Central African Republic"
"2887","NPL","Nepal","Bagmati","Asia","Bagmati, Nepal"
"3438","FRA","France","Normandie","Europe","Normandie, France"
"2899","OMN","Oman","Al Wusta","Asia","Al Wusta, Oman"
"3947","UKR","Ukraine","Avtonomna Respublika Krym","Europe","Avtonomna Respublika Krym, Ukraine"
"3018","THA","Thailand","Chon Buri","Asia","Chon Buri, Thailand"
"3379","HRV","Croatia","Čakovec","Europe","Čakovec, Croatia"
"2432","xAC","Aksai Chin","Administrative Unit Not Available","Asia","Aksai Chin"
"2165","NIC","Nicaragua","Región Autónoma Atlántico Norte","America","Región Autónoma Atlántico Norte, Nicaragua"
"3801","ROU","Romania","Mehedinti","Europe","Mehedinti, Romania"
"1385","KEN","Kenya","Narok","Africa","Narok, Kenya"
"1485","MOZ","Mozambique","Cidade De Maputo","Africa","Cidade De Maputo, Mozambique"
"3083","THA","Thailand","Yasothon","Asia","Yasothon, Thailand"
"3990","PYF","Clipperton Island","Administrative Unit Not Available","Oceania","Clipperton Island"
"3320","BLR","Belarus","Gomel","Europe","Gomel, Belarus"
"2607","IND","India","Rajasthan","Asia","Rajasthan, India"
"1288","SWZ","Eswatini","Shiselweni","Africa","Shiselweni, Eswatini"
"1965","CUB","Cuba","Pinar Del Río","America","Pinar Del Río, Cuba"
"1365","KEN","Kenya","Kiambu","Africa","Kiambu, Kenya"
"2115","MTQ","Martinique","Le Marin","America","Le Marin, Martinique"
"4069","SLB","Solomon Islands","Honiara","Oceania","Honiara, Solomon Islands"
"2309","USA","United States of America","Delaware","America","Delaware, United States of America"
"2699","ISR","Israel","Central District","Asia","Central District, Israel"
"2161","NIC","Nicaragua","Managua","America","Managua, Nicaragua"
"2414","AFG","Afghanistan","Khost","Asia","Khost, Afghanistan"
"3982","AUS","Australia","Northern Territory","Oceania","Northern Territory, Australia"
"4008","FSM","Micronesia (Federated States of)","Yap","Oceania","Yap, Micronesia (Federated States of)"
"2389","VEN","Venezuela (Bolivarian Republic Of)","Miranda","America","Miranda, Venezuela (Bolivarian Republic Of)"
"3494","HUN","Hungary","Bacs Kiskun","Europe","Bacs Kiskun, Hungary"
"2533","CHN","China","Chongqing Municipality","Asia","Chongqing Municipality, China"
"2042","GTM","Guatemala","Chiquimula","America","Chiquimula, Guatemala"
"3418","EST","Estonia","Saare maakond","Europe","Saare maakond, Estonia"
"1349","xHT","Hala'Ib Triangle","Administrative Unit Not Available","Africa","Hala'Ib Triangle"
"1174","TCD","Chad","Mayo-Kebbi Ouest","Africa","Mayo-Kebbi Ouest, Chad"
"4081","TON","Tonga","Vava'u","Oceania","Vava'u, Tonga"
"3267","VNM","Viet Nam","Yen Bai","Asia","Yen Bai, Viet Nam"
"2324","USA","United States of America","Michigan","America","Michigan, United States of America"
"2581","IND","India","Bihar","Asia","Bihar, India"
"2536","CHN","China","Guangdong Province","Asia","Guangdong Province, China"
"3040","THA","Thailand","Nong Bua Lam Phu","Asia","Nong Bua Lam Phu, Thailand"
"3943","CHE","Switzerland","Valais","Europe","Valais, Switzerland"
"3053","THA","Thailand","Phrae","Asia","Phrae, Thailand"
"3769","MDA","Republic of Moldova","Taraclia","Europe","Taraclia, Republic of Moldova"
"1020","DZA","Algeria","Ghardaia","Africa","Ghardaia, Algeria"
"3043","THA","Thailand","Pathum Thani","Asia","Pathum Thani, Thailand"
"3342","BGR","Bulgaria","Pernik","Europe","Pernik, Bulgaria"
"1644","SDN","Sudan","White Nile","Africa","White Nile, Sudan"
"1749","ARG","Argentina","Catamarca","America","Catamarca, Argentina"
"1836","BOL","Bolivia (Plurinational State of)","Pando","America","Pando, Bolivia (Plurinational State of)"
"1741","ATG","Antigua And Barbuda","Redonda","America","Redonda, Antigua And Barbuda"
"1310","GAB","Gabon","Ogooue-Lolo","Africa","Ogooue-Lolo, Gabon"
"1250","EGY","Egypt","Cairo","Africa","Cairo, Egypt"
"1230","COD","Democratic Republic of the Congo","Nord-Ubangi","Africa","Nord-Ubangi, Democratic Republic of the Congo"
"2380","VEN","Venezuela (Bolivarian Republic Of)","Cojedes","America","Cojedes, Venezuela (Bolivarian Republic Of)"
"2015","SLV","El Salvador","Chalatenango","America","Chalatenango, El Salvador"
"1956","CUB","Cuba","Cienfuegos","America","Cienfuegos, Cuba"
"3892","ESP","Spain","Galicia","Europe","Galicia, Spain"
"1982","DOM","Dominican Republic","Cibao Sur","America","Cibao Sur, Dominican Republic"
"3437","FRA","France","Hauts-de-France","Europe","Hauts-de-France, France"
"3549","IMN","Isle of Man","Arbory","Europe","Arbory, Isle of Man"
"3322","BLR","Belarus","Minsk","Europe","Minsk, Belarus"
"1108","BFA","Burkina Faso","Est","Africa","Est, Burkina Faso"
"1765","ARG","Argentina","San Juan","America","San Juan, Argentina"
"3443","FRA","France","Île-de-France","Europe","Île-de-France, France"
"3513","HUN","Hungary","Zala","Europe","Zala, Hungary"
"3321","BLR","Belarus","Grodno","Europe","Grodno, Belarus"
"1130","BDI","Burundi","Rutana","Africa","Rutana, Burundi"
"1866","BRA","Brazil","Santa Catarina","America","Santa Catarina, Brazil"
"2211","PER","Peru","Junin","America","Junin, Peru"
"2992","SYR","Syrian Arab Republic","Dar'A","Asia","Dar'A, Syrian Arab Republic"
"3048","THA","Thailand","Phetchabun","Asia","Phetchabun, Thailand"
"1338","GIN","Guinea","Mamou","Africa","Mamou, Guinea"
"2108","JAM","Jamaica","Saint James","America","Saint James, Jamaica"
"2855","MDV","Maldives","Meemu","Asia","Meemu, Maldives"
"2839","MYS","Malaysia","W.P. Kuala Lumpur","Asia","W.P. Kuala Lumpur, Malaysia"
"4060","WSM","Samoa","Gaga'ifomauga","Oceania","Gaga'ifomauga, Samoa"
"1776","BHS","Bahamas","Black Point","America","Black Point, Bahamas"
"1038","DZA","Algeria","Sidi Bel Abbes","Africa","Sidi Bel Abbes, Algeria"
"3051","THA","Thailand","Phitsanulok","Asia","Phitsanulok, Thailand"
"1852","BRA","Brazil","Maranhão","America","Maranhão, Brazil"
"3471","DEU","Germany","Thüringen","Europe","Thüringen, Germany"
"3313","AUT","Austria","Oberösterre","Europe","Oberösterre, Austria"
"1290","ETH","Ethiopia","Afar","Africa","Afar, Ethiopia"
"2861","MDV","Maldives","Vaavu","Asia","Vaavu, Maldives"
"2401","AFG","Afghanistan","Balkh","Asia","Balkh, Afghanistan"
"1509","NER","Niger","Agadez","Africa","Agadez, Niger"
"2572","PRK","Democratic People's Republic of Korea","South Hamgyong","Asia","South Hamgyong, Democratic People's Republic of Korea"
"3900","SWE","Sweden","Blekinge","Europe","Blekinge, Sweden"
"3387","CYP","Cyprus","Pafos","Europe","Pafos, Cyprus"
"1203","CIV","Côte D'Ivoire","Lacs","Africa","Lacs, Côte D'Ivoire"
"4003","KIR","Kiribati","Southern","Oceania","Southern, Kiribati"
"1635","SDN","Sudan","North Kordofan","Africa","North Kordofan, Sudan"
"2154","NIC","Nicaragua","Chinandega","America","Chinandega, Nicaragua"
"2167","NIC","Nicaragua","Rivas","America","Rivas, Nicaragua"
"1082","BEN","Benin","Zou","Africa","Zou, Benin"
"3590","ITA","Italy","Valle d'Aosta","Europe","Valle d'Aosta, Italy"
"1631","SDN","Sudan","Gedaref","Africa","Gedaref, Sudan"
"3582","ITA","Italy","Molise","Europe","Molise, Italy"
"3064","THA","Thailand","Samut Sakhon","Asia","Samut Sakhon, Thailand"
"1095","BWA","Botswana","Orapa","Africa","Orapa, Botswana"
"1257","EGY","Egypt","Kafr El-Shikh","Africa","Kafr El-Shikh, Egypt"
"1991","ECU","Ecuador","Canar","America","Canar, Ecuador"
"1043","DZA","Algeria","Tiaret","Africa","Tiaret, Algeria"
"2698","IRQ","Iraq","Wassit","Asia","Wassit, Iraq"
"1730","ZWE","Zimbabwe","Midlands","Africa","Midlands, Zimbabwe"
"1134","CPV","Cabo Verde","Brava","Africa","Brava, Cabo Verde"
"1054","AGO","Angola","Cuanza Norte","Africa","Cuanza Norte, Angola"
"1421","LBR","Liberia","Nimba","Africa","Nimba, Liberia"
"2761","JOR","Jordan","Madaba","Asia","Madaba, Jordan"
"1166","TCD","Chad","Hadjer Lamis","Africa","Hadjer Lamis, Chad"
"2337","USA","United States of America","Ohio","America","Ohio, United States of America"
"2636","IDN","Indonesia","Nusa Tenggara Barat","Asia","Nusa Tenggara Barat, Indonesia"
"1697","TZA","United Republic of Tanzania","Morogoro","Africa","Morogoro, United Republic of Tanzania"
"3449","GEO","Georgia","Kvemo Kartli","Europe","Kvemo Kartli, Georgia"
"3610","LIE","Liechtenstein","Eschen","Europe","Eschen, Liechtenstein"
"1821","BLZ","Belize","Toledo","America","Toledo, Belize"
"3524","IRL","Ireland","Clare","Europe","Clare, Ireland"
"1960","CUB","Cuba","Isla De La Juventud","America","Isla De La Juventud, Cuba"
"2950","KOR","Republic Of Korea","Seoul","Asia","Seoul, Republic Of Korea"
"1144","CMR","Cameroon","Est","Africa","Est, Cameroon"
"1388","KEN","Kenya","Nyeri","Africa","Nyeri, Kenya"
"1071","BEN","Benin","Alibori","Africa","Alibori, Benin"
"3193","UZB","Uzbekistan","Dzhizak","Asia","Dzhizak, Uzbekistan"
"3572","ITA","Italy","Abruzzo","Europe","Abruzzo, Italy"
"2807","LAO","Lao People's Democratic Republic","Louangphabang","Asia","Louangphabang, Lao People's Democratic Republic"
"1767","ARG","Argentina","Santa Cruz","America","Santa Cruz, Argentina"
"2545","CHN","China","Inner Mongolia Autonomous Region","Asia","Inner Mongolia Autonomous Region, China"
"1379","KEN","Kenya","Migori","Africa","Migori, Kenya"
"1995","ECU","Ecuador","El Oro","America","El Oro, Ecuador"
"2300","VIR","United States Virgin Islands","St. John","America","St. John, United States Virgin Islands"
"3469","DEU","Germany","Sachsen-Anhalt","Europe","Sachsen-Anhalt, Germany"
"1178","TCD","Chad","Salamat","Africa","Salamat, Chad"
"3824","RUS","Russian Federation","Waterbody","Europe","Waterbody, Russian Federation"
"1402","LSO","Lesotho","Leribe","Africa","Leribe, Lesotho"
"2056","GTM","Guatemala","Santa Rosa","America","Santa Rosa, Guatemala"
"2593","IND","India","Himachal Pradesh","Asia","Himachal Pradesh, India"
"2629","IDN","Indonesia","Kalimantan Timur","Asia","Kalimantan Timur, Indonesia"
"2782","KAZ","Kazakhstan","Turkistan Region","Asia","Turkistan Region, Kazakhstan"
"2026","SLV","El Salvador","Usulután","America","Usulután, El Salvador"
"3803","ROU","Romania","Neamt","Europe","Neamt, Romania"
"3283","YEM","Yemen","Raymah","Asia","Raymah, Yemen"
"3510","HUN","Hungary","Tolna","Europe","Tolna, Hungary"
"2832","MYS","Malaysia","Perak","Asia","Perak, Malaysia"
"2186","PRY","Paraguay","Boquerón","America","Boquerón, Paraguay"
"2376","VEN","Venezuela (Bolivarian Republic Of)","Aragua","America","Aragua, Venezuela (Bolivarian Republic Of)"
"2875","MNG","Mongolia","Orkhon","Asia","Orkhon, Mongolia"
"3616","LIE","Liechtenstein","Schellenberg","Europe","Schellenberg, Liechtenstein"
"2520","KHM","Cambodia","Preah Vihear","Asia","Preah Vihear, Cambodia"
"2577","IND","India","Andaman & Nicobar","Asia","Andaman & Nicobar, India"
"3580","ITA","Italy","Lombardia","Europe","Lombardia, Italy"
"1248","EGY","Egypt","Behera","Africa","Behera, Egypt"
"4086","TUV","Tuvalu","Niutao","Oceania","Niutao, Tuvalu"
"3973","GBR","United Kingdom of Great Britain and Northern Ireland","England","Europe","England, United Kingdom of Great Britain and Northern Ireland"
"1843","BRA","Brazil","Acre","America","Acre, Brazil"
"1847","BRA","Brazil","Bahia","America","Bahia, Brazil"
"1059","AGO","Angola","Luanda","Africa","Luanda, Angola"
"2791","KWT","Kuwait","Hawalli","Asia","Hawalli, Kuwait"
"3917","SWE","Sweden","Västmanland","Europe","Västmanland, Sweden"
"1890","CAN","Canada","Yukon","America","Yukon, Canada"
"4095","UMI","United States Minor Outlying Islands","Kingman Reef","Oceania","Kingman Reef, United States Minor Outlying Islands"
"2127","MEX","Mexico","Guanajuato","America","Guanajuato, Mexico"
"3062","THA","Thailand","Sakon Nakhon","Asia","Sakon Nakhon, Thailand"
"2633","IDN","Indonesia","Lampung","Asia","Lampung, Indonesia"
"3591","ITA","Italy","Veneto","Europe","Veneto, Italy"
"3255","VNM","Viet Nam","Soc Trang","Asia","Soc Trang, Viet Nam"
"1833","BOL","Bolivia (Plurinational State of)","Cochabamba","America","Cochabamba, Bolivia (Plurinational State of)"
"1575","SEN","Senegal","Saint-Louis","Africa","Saint-Louis, Senegal"
"2208","PER","Peru","Huancavelica","America","Huancavelica, Peru"
"2215","PER","Peru","Loreto","America","Loreto, Peru"
"4096","UMI","United States Minor Outlying Islands","Midway Islands","Oceania","Midway Islands, United States Minor Outlying Islands"
"1495","NAM","Namibia","Erongo","Africa","Erongo, Namibia"
"1933","COL","Colombia","Narino","America","Narino, Colombia"
"2654","IRN","Iran (Islamic Republic Of)","Fars","Asia","Fars, Iran (Islamic Republic Of)"
"1441","MLI","Mali","Koulikoro","Africa","Koulikoro, Mali"
"1668","TUN","Tunisia","Sidi Bouzid","Africa","Sidi Bouzid, Tunisia"
"1329","GHA","Ghana","Volta","Africa","Volta, Ghana"
"2261","VCT","Saint Vincent and the Grenadines","Charlotte","America","Charlotte, Saint Vincent and the Grenadines"
"3659","MNE","Montenegro","Ulcinj","Europe","Ulcinj, Montenegro"
"3765","MDA","Republic of Moldova","Soldanesti","Europe","Soldanesti, Republic of Moldova"
"4099","VUT","Vanuatu","Malampa - Rural","Oceania","Malampa - Rural, Vanuatu"
"3180","TUR","Türkiye","Van","Asia","Van, Türkiye"
"3907","SWE","Sweden","Kalmar","Europe","Kalmar, Sweden"
"3059","THA","Thailand","Rayong","Asia","Rayong, Thailand"
"1708","TZA","United Republic of Tanzania","Tabora","Africa","Tabora, United Republic of Tanzania"
"1098","BWA","Botswana","Southern","Africa","Southern, Botswana"
"1412","LBR","Liberia","Gbarpolu","Africa","Gbarpolu, Liberia"
"3238","VNM","Viet Nam","Kon Tum","Asia","Kon Tum, Viet Nam"
"1862","BRA","Brazil","Rio Grande Do Norte","America","Rio Grande Do Norte, Brazil"
"1731","AIA","Anguilla","Blowing Point","America","Blowing Point, Anguilla"
"3823","RUS","Russian Federation","Volga Federal District","Europe","Volga Federal District, Russian Federation"
"1981","DOM","Dominican Republic","Cibao Norte","America","Cibao Norte, Dominican Republic"
"3668","NLD","Netherlands (Kingdom of the)","Noord-Holland","Europe","Noord-Holland, Netherlands (Kingdom of the)"
"2758","JOR","Jordan","Jarash","Asia","Jarash, Jordan"
"3928","CHE","Switzerland","Genève","Europe","Genève, Switzerland"
"2795","KGZ","Kyrgyzstan","Issyk-Kul","Asia","Issyk-Kul, Kyrgyzstan"
"2642","IDN","Indonesia","Sulawesi Selatan","Asia","Sulawesi Selatan, Indonesia"
"1540","NGA","Nigeria","Kwara","Africa","Kwara, Nigeria"
"3450","GEO","Georgia","Mtskheta-Mtianeti","Europe","Mtskheta-Mtianeti, Georgia"
"2888","NPL","Nepal","Gandaki","Asia","Gandaki, Nepal"
"3224","VNM","Viet Nam","Dong Thap","Asia","Dong Thap, Viet Nam"
"2537","CHN","China","Guangxi Zhuang Autonomous Region","Asia","Guangxi Zhuang Autonomous Region, China"
"2462","BHR","Bahrain","Hawar Island","Asia","Hawar Island, Bahrain"
"2303","USA","United States of America","Alaska","America","Alaska, United States of America"
"2064","GUY","Guyana","East Berbice-Corentyne","America","East Berbice-Corentyne, Guyana"
"3088","TLS","Timor-Leste","Covalima","Asia","Covalima, Timor-Leste"
"2542","CHN","China","Henan Province","Asia","Henan Province, China"
"2531","CHN","China","Anhui Province","Asia","Anhui Province, China"
